#,,,,,
pl_name,ra,dec,sy_dist,sy_disterr1,sy_disterr2
Kepler-1794 b,300.6196594,45.7888068,561.229,10.563,-10.187
Kepler-1796 b,301.5430397,44.6056251,825.883,15.474,-14.924
Kepler-1797 b,292.4642406,45.9682799,1338.49,41.195,-41.195
Kepler-1798 b,291.7262251,37.528968,395.196,6.0225,-6.0225
Kepler-1799 b,288.3086994,51.4783348,2254.69,160.37,-140.85
Kepler-18 b,298.0794448,44.746248,433.047,3.204,-3.158
Kepler-18 c,298.0794448,44.746248,433.047,3.204,-3.158
Kepler-18 d,298.0794448,44.746248,433.047,3.204,-3.158
Kepler-180 b,295.5712566,49.774514,695.65,8.646,-8.44
Kepler-180 c,295.5712566,49.774514,695.65,8.646,-8.44
Kepler-1800 b,297.6513317,40.3524154,350.455,2.105,-2.081
Kepler-1801 b,295.1640095,39.2014024,839.332,15.956,-15.38
Kepler-1801 c,295.1640095,39.2014024,839.332,15.956,-15.38
Kepler-1802 b,300.2420869,44.1412854,636.694,49.122,-42.646
Kepler-1802 c,300.2420869,44.1412854,636.694,49.122,-42.646
Kepler-1804 b,301.3428675,44.672175,434.456,5.71,-5.567
Kepler-1805 b,285.0865387,40.8990506,221.639,1.2465,-1.2465
Kepler-1806 b,287.5349528,49.8016283,978.066,34.534,-32.293
Kepler-1807 b,291.5494119,44.5272788,1299.32,29.89,-29.89
Kepler-1808 b,287.2924737,39.3832039,1022.01,28.14,-26.691
Kepler-1809 b,290.2651662,40.5484937,409.602,3.3295,-3.3295
Kepler-181 b,296.1512831,50.0957806,609.283,7.946,-7.946
Kepler-181 c,296.1512831,50.0957806,609.283,7.946,-7.946
Kepler-1810 b,291.8129995,38.0880964,1009.87,29.455,-29.455
Kepler-1811 b,289.9793241,40.1427848,1390.56,53.53,-49.77
Kepler-1812 b,298.0845087,40.2832525,1409.19,59.26,-54.74
Kepler-1814 b,285.2166767,41.2824449,726.346,15.267,-14.661
Kepler-1814 c,285.2166767,41.2824449,726.346,15.267,-14.661
Kepler-1815 b,300.170472,43.9849048,1006.63,33.13,-31.11
Kepler-1816 b,296.8509823,50.6987736,437.823,3.599,-3.599
Kepler-1817 b,282.0333419,44.4779955,748.569,12.972,-12.545
Kepler-1818 b,284.3284866,40.5688741,1034.59,22.75,-21.82
Kepler-1819 b,296.5600307,46.8574644,1363.19,52.74,-49
Kepler-182 b,289.8301128,50.5862025,1549.09,50.53,-50.53
Kepler-182 c,289.8301128,50.5862025,1549.09,50.53,-50.53
Kepler-1820 b,296.71274,48.2722828,1425.39,59.7,-55.15
Kepler-1821 b,294.5254573,49.872484,799.699,12.0365,-12.0365
Kepler-1822 b,297.2855,41.3055733,897.597,30.699,-28.766
Kepler-1823 b,283.754777,45.335125,724.971,8.524,-8.331
Kepler-1824 b,296.7071957,41.2036197,1040.1,26.41,-25.15
Kepler-1825 b,292.5140647,42.6517554,430.254,3.344,-3.344
Kepler-1826 b,292.7700072,48.8998469,336.952,3.1575,-3.1575
Kepler-1827 b,292.2525301,40.7927895,686.461,7.863,-7.863
Kepler-1828 b,292.4275963,37.3207616,871.81,17.8935,-17.8935
Kepler-1829 b,288.664484,51.4983798,679.921,9.734,-9.467
Kepler-183 b,293.5308112,39.3159329,1050.64,27.69,-27.69
Kepler-183 c,293.5308112,39.3159329,1050.64,27.69,-27.69
Kepler-1830 b,295.1390408,40.9790527,1056.88,19.185,-19.185
Kepler-1831 b,295.3024604,49.5890456,1053.49,20.97,-20.19
Kepler-1832 b,299.8517779,43.7320611,486.174,5.3715,-5.3715
Kepler-1833 b,290.8714239,45.4102813,591.602,7.583,-7.396
Kepler-1834 b,294.6646789,39.7838461,500.395,8.326,-8.063
Kepler-1834 c,294.6646789,39.7838461,500.395,8.326,-8.063
Kepler-1835 b,280.3148152,43.9856885,1404.38,54.7,-50.82
Kepler-1836 b,292.3150933,40.8387799,1472.62,71.77,-65.5
Kepler-1837 b,288.2076012,45.6834463,1229.18,48.31,-44.85
Kepler-1838 b,298.9917165,40.14226,451.242,4.866,-4.765
Kepler-1839 b,294.2244432,50.0755761,1136.6,24.98,-23.95
Kepler-184 b,291.9518784,43.0746172,610.326,6.0115,-6.0115
Kepler-184 c,291.9518784,43.0746172,610.326,6.0115,-6.0115
Kepler-184 d,291.9518784,43.0746172,610.326,6.0115,-6.0115
Kepler-1840 b,298.5948803,41.4359643,513.107,6.7205,-6.7205
Kepler-1841 b,287.7069031,40.6852161,631.7,7.422,-7.255
Kepler-1842 b,286.2516039,42.3784353,923.551,19.233,-18.478
Kepler-1843 b,292.8852302,41.279169,784.625,14.023,-14.023
Kepler-1844 b,292.6903973,37.9345682,1804.36,133.03,-116.21
Kepler-1845 b,292.9016226,38.297032,710.724,17.045,-17.045
Kepler-1846 b,294.3909489,44.7629523,374.615,2.4155,-2.4155
Kepler-1847 b,296.6014013,44.3252289,1693.86,128.57,-111.91
Kepler-1848 b,299.3814921,45.5920846,309.696,1.518,-1.504
Kepler-1849 b,285.29193,41.2557275,631.884,11.752,-11.337
Kepler-185 b,282.4681674,43.8899464,466.735,4.744,-4.652
Kepler-185 c,282.4681674,43.8899464,466.735,4.744,-4.652
Kepler-1850 b,287.1428295,43.6161177,250.199,1.333,-1.319
Kepler-1851 b,285.6737597,45.6398375,1589.81,75.41,-69
Kepler-1852 b,288.0297157,40.3441934,772.481,15.693,-15.091
Kepler-1853 b,284.7478834,46.3735415,562.348,8.673,-8.418
Kepler-1856 b,295.9091695,51.3478777,848.76,24.092,-22.821
Kepler-1857 b,296.4557129,39.598537,853.275,17.349,-16.683
Kepler-1858 b,292.3074315,46.626579,833.055,24.544,-24.544
Kepler-1859 b,293.9886751,46.7179996,1331.25,43.265,-43.265
Kepler-1859 c,293.9886751,46.7179996,1331.25,43.265,-43.265
Kepler-186 b,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186 c,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186 d,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186 e,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-186 f,298.652736,43.9549884,177.594,0.774,-0.774
Kepler-1860 b,294.3508497,50.0809627,438.703,2.628,-2.597
Kepler-1861 b,295.8465148,49.9361586,829.985,12.3095,-12.3095
Kepler-1862 b,296.7533555,49.3780726,1232.19,48,-44.59
Kepler-1863 b,282.2397185,43.2440854,865.546,11.6365,-11.6365
Kepler-1864 b,289.6867653,41.5889178,298.894,1.854,-1.831
Kepler-1865 b,293.941238,41.5904136,922.255,27.387,-25.877
Kepler-1866 b,286.2246453,44.6544869,976.737,18.317,-17.666
Kepler-1867 b,294.9971007,43.4358698,680.583,7.096,-6.954
Kepler-1868 b,293.2983733,43.5558025,274.18,0.9505,-0.9505
Kepler-1869 b,292.6149958,42.7643438,113.025,0.291,-0.291
Kepler-1869 c,292.6149958,42.7643438,113.025,0.291,-0.291
Kepler-187 b,299.7964955,44.0892448,1143,33.31,-31.51
Kepler-187 c,299.7964955,44.0892448,1143,33.31,-31.51
Kepler-1870 b,293.9335076,40.590704,407.216,2.752,-2.716
Kepler-1871 b,292.4275044,38.4728824,854.623,16.7485,-16.7485
Kepler-1872 b,281.0491988,43.3225996,840.182,22.353,-21.244
Kepler-1873 b,294.596557,46.0483705,820.957,26.2335,-26.2335
Kepler-1875 b,296.7727406,50.1883667,1660.45,140.93,-120.86
Kepler-1876 b,299.1604859,41.1437964,259.935,1.797,-1.773
Kepler-1877 b,294.866924,46.7904816,285.312,1.865,-1.841
Kepler-1878 b,300.7324154,44.1070231,1494.3,57.8,-53.71
Kepler-1879 b,289.3644209,41.5332589,627.171,8.988,-8.741
Kepler-188 b,281.2797173,44.3154743,968.544,22.38,-21.409
Kepler-188 c,281.2797173,44.3154743,968.544,22.38,-21.409
Kepler-1880 b,287.8264561,40.6965988,611.041,12.203,-11.743
Kepler-1881 b,293.6393065,44.9825447,1057.21,40.825,-40.825
Kepler-1882 b,290.6640856,43.4997866,443.371,4.273,-4.194
Kepler-1883 b,291.922557,42.002522,1377.61,70.81,-64.32
Kepler-1884 b,296.7463986,43.0454207,1443.09,54.04,-50.34
Kepler-1885 b,288.7507112,47.4909206,818.482,14.945,-14.429
Kepler-1886 b,296.2645118,39.4059745,1059.51,39.72,-37
Kepler-1887 b,288.9555263,44.705707,1366.18,78.15,-70.28
Kepler-1888 b,289.3945523,41.7822597,402.947,4.585,-4.485
Kepler-1889 b,297.1992577,41.2264404,1395.13,69.24,-63.08
Kepler-189 b,287.5646296,44.3050662,591.534,7.134,-6.969
Kepler-189 c,287.5646296,44.3050662,591.534,7.134,-6.969
Kepler-1890 b,292.5778203,40.6679032,529.596,6.754,-6.588
Kepler-1891 b,290.0438524,44.3705375,596.24,6.0705,-6.0705
Kepler-1892 b,299.081007,42.0180957,851.595,25.704,-24.265
Kepler-1893 b,298.4012866,44.8381709,1050.72,27.41,-26.07
Kepler-1894 b,295.5864604,49.6668523,935.191,24.745,-23.523
Kepler-1894 c,295.5864604,49.6668523,935.191,24.745,-23.523
Kepler-1895 b,291.6756005,48.7625419,984.187,29.853,-28.173
Kepler-1896 b,289.6785786,40.2496475,1732.91,100.03,-89.87
Kepler-1897 b,294.2901043,39.126871,983.174,37.276,-34.689
Kepler-1898 b,287.2058009,38.4981903,360.921,1.897,-1.878
Kepler-1899 b,292.0333777,37.9744551,711.509,18.482,-18.482
Kepler-19 b,290.4209694,37.8516556,218.562,0.975,-0.966
Kepler-19 c,290.4209694,37.8516556,218.562,0.975,-0.966
Kepler-19 d,290.4209694,37.8516556,218.562,0.975,-0.966
Kepler-190 b,288.5839761,44.7337701,433.387,2.767,-2.733
Kepler-190 c,288.5839761,44.7337701,433.387,2.767,-2.733
Kepler-1900 b,291.8863206,44.4790319,1540.43,84.63,-76.4
Kepler-1901 b,291.1643587,45.3183061,1028.37,25.8,-24.58
Kepler-1902 b,292.7376545,42.0147792,344.337,6.478,-6.247
Kepler-1903 b,290.8882981,51.2481617,1775.44,79.1,-72.76
Kepler-1904 b,288.8744026,51.1542215,270.854,2.2715,-2.2715
Kepler-1905 b,292.5733475,46.3668273,1051.53,32.45,-32.45
Kepler-1906 b,293.8266166,38.8565906,1360.63,51.75,-48.14
Kepler-1907 b,280.7085829,47.3279236,292.111,1.333,-1.322
Kepler-1907 c,280.7085829,47.3279236,292.111,1.333,-1.322
Kepler-1909 b,290.889409,42.4596251,763.662,17.9405,-17.9405
Kepler-191 b,291.1833211,45.3230937,594.464,7.885,-7.885
Kepler-191 c,291.1833211,45.3230937,594.464,7.885,-7.885
Kepler-191 d,291.1833211,45.3230937,594.464,7.885,-7.885
Kepler-1911 b,299.303559,41.4410233,269.912,2.028,-1.998
Kepler-1912 b,282.1178211,46.2239547,297.017,1.825,-1.803
Kepler-1913 b,290.216689,44.7795863,876.3,20.85,-19.919
Kepler-1914 b,291.4314024,38.6543635,1621.56,86.22,-78.08
Kepler-1915 b,301.2786852,44.2505116,1514.66,79.11,-71.74
Kepler-1916 b,293.0705754,48.387679,2055.82,174.19,-149.52
Kepler-1917 b,294.1038932,45.0013533,909.037,25.025,-25.025
Kepler-1918 b,292.530546,42.2145765,1030.11,35.29,-33.059
Kepler-1919 b,283.1319153,43.956005,1177.53,52.74,-48.48
Kepler-192 b,287.9179379,45.5928829,651.674,6.7435,-6.7435
Kepler-192 c,287.9179379,45.5928829,651.674,6.7435,-6.7435
Kepler-192 d,287.9179379,45.5928829,651.674,6.7435,-6.7435
Kepler-1920 b,291.0620355,38.8632881,885.913,14.342,-14.342
Kepler-1921 b,300.3161723,45.4953271,928.989,15.253,-14.777
Kepler-1921 c,300.3161723,45.4953271,928.989,15.253,-14.777
Kepler-1922 b,292.3303706,37.9970696,1344.29,46.99,-46.99
Kepler-1924 b,293.767386,42.8291562,1910.77,102.05,-102.05
Kepler-1925 b,289.8287452,45.1026883,1771.31,81,-74.34
Kepler-1926 b,291.1987905,44.1662033,667.405,27.745,-25.65
Kepler-1927 b,296.3546093,41.3355698,1091,24.72,-23.67
Kepler-1928 b,290.4406294,38.5235721,326.362,2.473,-2.437
Kepler-1929 b,299.5833362,47.4481244,508.201,5.599,-5.48
Kepler-193 b,296.4985951,46.5772484,1009.1,22.9,-21.929
Kepler-193 c,296.4985951,46.5772484,1009.1,22.9,-21.929
Kepler-1930 b,297.577145,40.0276768,275.694,1.166,-1.156
Kepler-1931 b,290.8723061,43.3330104,620.091,9.012,-8.763
Kepler-1932 b,285.3314903,41.0638435,713.733,13.178,-12.717
Kepler-1933 b,283.995085,39.9170121,328.007,2.226,-2.197
Kepler-1934 b,290.9193265,37.2871677,428.514,4.34,-4.255
Kepler-1935 b,296.4037783,39.7227036,904.702,14.764,-14.305
Kepler-1936 b,290.7300141,44.836128,871.096,11.41,-11.124
Kepler-1937 b,290.6583922,40.7785383,905.069,16.101,-15.558
Kepler-1938 b,299.351892,41.1957285,421.152,4.639,-4.54
Kepler-1939 b,285.6899312,40.9946659,189.833,0.495,-0.492
Kepler-194 b,291.971429,47.8640498,1097.97,28.77,-27.37
Kepler-194 c,291.971429,47.8640498,1097.97,28.77,-27.37
Kepler-194 d,291.971429,47.8640498,1097.97,28.77,-27.37
Kepler-1940 b,291.2042027,45.2383344,798.595,15.783,-15.194
Kepler-1941 b,296.6270184,49.353891,1494.39,47.23,-44.47
Kepler-1942 b,294.9805416,44.4252384,842.492,20.931,-19.958
Kepler-1943 b,293.3182976,41.1166697,1004.55,17.1385,-17.1385
Kepler-1944 b,296.5105045,39.1732645,1076.48,35.4,-33.25
Kepler-1946 b,282.3355387,42.8453417,1002.12,41.13,-38.067
Kepler-1947 b,296.1040313,42.3425818,468.771,4.745,-4.652
Kepler-1948 b,287.3640804,47.7853043,193.903,1.445,-1.424
Kepler-1949 b,293.5422586,43.0260555,2617.35,178.575,-178.575
Kepler-195 b,288.1209339,47.9666141,652.051,8.9,-8.668
Kepler-195 c,288.1209339,47.9666141,652.051,8.9,-8.668
Kepler-1950 b,287.0874563,42.6686537,697.253,12.4975,-12.4975
Kepler-1951 b,290.4999139,40.2877161,1277.32,27.41,-26.3
Kepler-1953 b,287.9680995,46.4705959,605.631,9.929,-9.619
Kepler-1954 b,298.0029203,43.3545882,1373.83,68.26,-62.19
Kepler-1955 b,299.5347603,40.4777528,449.351,5.668,-5.53
Kepler-1956 b,294.6208506,49.894219,360.468,3.771,-3.695
Kepler-1957 b,293.711436,47.8874467,460.899,4.382,-4.382
Kepler-1958 b,289.1041643,41.6901138,1320.38,49.91,-46.46
Kepler-1959 b,296.022301,44.7326691,479.263,5.559,-5.435
Kepler-196 b,284.9685077,42.0791214,451.312,3.157,-3.115
Kepler-196 c,284.9685077,42.0791214,451.312,3.157,-3.115
Kepler-196 d,284.9685077,42.0791214,451.312,3.157,-3.115
Kepler-1960 b,294.6969361,46.7202043,1527.56,53.865,-53.865
Kepler-1961 b,286.3300783,39.6831276,1042.45,37.4,-34.93
Kepler-1962 b,289.5483989,40.1641457,866.826,19.003,-18.219
Kepler-1963 b,296.5875182,47.207129,492.847,3.297,-3.255
Kepler-1965 b,292.5147146,38.0219872,521.791,4.563,-4.563
Kepler-1966 b,292.4637788,41.2990438,484.601,14.365,-14.365
Kepler-1967 b,299.1376276,43.4984724,249.102,0.874,-0.868
Kepler-1968 b,291.5080318,45.3700933,750.93,22.109,-20.9
Kepler-1969 b,294.7842662,49.4920557,1204.54,44.24,-41.27
Kepler-197 b,295.2264739,50.5592348,330.575,2.344,-2.312
Kepler-197 c,295.2264739,50.5592348,330.575,2.344,-2.312
Kepler-197 d,295.2264739,50.5592348,330.575,2.344,-2.312
Kepler-197 e,295.2264739,50.5592348,330.575,2.344,-2.312
Kepler-1972 b,288.3953074,39.8725067,287.339,2.098,-2.068
Kepler-1972 c,288.3953074,39.8725067,287.339,2.098,-2.068
Kepler-1976 b,292.16706,48.7275345,1314.51,41.845,-41.845
Kepler-1977 b,290.6178587,37.2891002,592.711,12.3435,-12.3435
Kepler-1978 b,286.0067312,38.0095407,865.512,20.214,-19.327
Kepler-1979 b,289.8429062,38.309622,1076.27,36.16,-36.16
Kepler-198 b,290.6731326,38.6910045,495.358,4.2465,-4.2465
Kepler-198 c,290.6731326,38.6910045,495.358,4.2465,-4.2465
Kepler-198 d,290.6731326,38.6910045,495.358,4.2465,-4.2465
Kepler-1980 b,295.1672065,38.637039,1709.4,145.41,-124.6
Kepler-1981 b,287.9754691,38.7402988,659.395,6.82,-6.684
Kepler-1982 b,287.4099905,39.6586267,558.855,7.448,-7.259
Kepler-1983 b,297.042015,39.9121864,424.428,3.495,-3.439
Kepler-1986 b,292.9582727,42.8548909,912.085,30.4555,-30.4555
Kepler-1987 b,295.8254663,42.9433716,595.683,10.608,-10.249
Kepler-1987 c,295.8254663,42.9433716,595.683,10.608,-10.249
Kepler-1987 d,295.8254663,42.9433716,595.683,10.608,-10.249
Kepler-1987 e,295.8254663,42.9433716,595.683,10.608,-10.249
Kepler-1989 b,290.7351869,44.091262,1252.13,33.33,-31.68
Kepler-199 b,295.5594278,40.236249,521.054,4.228,-4.228
Kepler-199 c,295.5594278,40.236249,521.054,4.228,-4.228
Kepler-1990 b,299.7047433,44.4357068,392.739,4.24,-4.152
Kepler-1990 c,299.7047433,44.4357068,392.739,4.24,-4.152
Kepler-1991 b,285.0360506,45.0709909,855.82,14.365,-13.906
Kepler-1991 c,285.0360506,45.0709909,855.82,14.365,-13.906
Kepler-1992 b,295.0902409,45.0811045,532.955,4.041,-4.041
Kepler-1993 b,293.7968548,45.1607261,1031.91,18.37,-18.37
Kepler-1994 b,297.1487941,46.2969247,241.991,1.465,-1.448
Kepler-1995 b,284.342725,46.3165907,595.331,9.508,-9.22
Kepler-1996 b,285.2537555,46.5822183,440.561,4.42,-4.334
Kepler-1996 c,285.2537555,46.5822183,440.561,4.42,-4.334
Kepler-1997 b,297.4808253,46.5891373,1502.34,67.15,-61.73
Kepler-1998 b,283.4291536,47.5923973,340.965,2.539,-2.502
Kepler-1999 b,282.3705675,48.259234,701.255,18.408,-17.505
Kepler-20 b,287.6979913,42.3385782,282.563,1.776,-1.753
Kepler-20 c,287.6979913,42.3385782,282.563,1.776,-1.753
Kepler-20 d,287.6979913,42.3385782,282.563,1.776,-1.753
Kepler-20 e,287.6979913,42.3385782,282.563,1.776,-1.753
Kepler-20 f,287.6979913,42.3385782,282.563,1.776,-1.753
Kepler-20 g,287.6979913,42.3385782,282.563,1.776,-1.753
Kepler-200 b,284.4099503,41.2374928,665.912,7.1445,-7.1445
Kepler-200 c,284.4099503,41.2374928,665.912,7.1445,-7.1445
Kepler-2000 b,285.5743032,49.9621218,320.588,3.651,-3.651
Kepler-2000 c,285.5743032,49.9621218,320.588,3.651,-3.651
Kepler-2001 b,291.6594558,50.5838585,776.55,20.136,-19.16
Kepler-2001 c,291.6594558,50.5838585,776.55,20.136,-19.16
Kepler-201 b,293.626059,41.2728004,636.445,9.773,-9.488
Kepler-201 c,293.626059,41.2728004,636.445,9.773,-9.488
Kepler-202 b,282.9734874,41.3217991,285.111,1.1135,-1.1135
Kepler-202 c,282.9734874,41.3217991,285.111,1.1135,-1.1135
Kepler-203 b,297.089959,41.3880686,703.302,9.51,-9.51
Kepler-203 c,297.089959,41.3880686,703.302,9.51,-9.51
Kepler-203 d,297.089959,41.3880686,703.302,9.51,-9.51
Kepler-204 b,285.347162,41.761845,686.723,7.142,-7
Kepler-204 c,285.347162,41.761845,686.723,7.142,-7
Kepler-205 b,285.2866912,41.8609357,159.72,0.348,-0.347
Kepler-205 c,285.2866912,41.8609357,159.72,0.348,-0.347
Kepler-206 b,291.6346564,41.8338415,594.447,4.952,-4.872
Kepler-206 c,291.6346564,41.8338415,594.447,4.952,-4.872
Kepler-206 d,291.6346564,41.8338415,594.447,4.952,-4.872
Kepler-207 b,290.0305195,42.1660555,875.519,9.893,-9.679
Kepler-207 c,290.0305195,42.1660555,875.519,9.893,-9.679
Kepler-207 d,290.0305195,42.1660555,875.519,9.893,-9.679
Kepler-208 b,293.8901979,42.5279413,775.328,8.8585,-8.8585
Kepler-208 c,293.8901979,42.5279413,775.328,8.8585,-8.8585
Kepler-208 d,293.8901979,42.5279413,775.328,8.8585,-8.8585
Kepler-208 e,293.8901979,42.5279413,775.328,8.8585,-8.8585
Kepler-209 b,291.1694567,42.6407281,576.946,5.5555,-5.5555
Kepler-209 c,291.1694567,42.6407281,576.946,5.5555,-5.5555
Kepler-21 b,287.3619673,38.7141384,108.522,0.385,-0.382
Kepler-210 b,292.5034196,43.0832188,232.75,0.827,-0.827
Kepler-210 c,292.5034196,43.0832188,232.75,0.827,-0.827
Kepler-211 b,285.4391183,43.1685051,309.353,1.747,-1.728
Kepler-211 c,285.4391183,43.1685051,309.353,1.747,-1.728
Kepler-212 b,287.6208165,43.1416239,687.194,8.533,-8.329001
Kepler-212 c,287.6208165,43.1416239,687.194,8.533,-8.329001
Kepler-213 b,290.8241931,44.6472832,634.939,7.2715,-7.2715
Kepler-213 c,290.8241931,44.6472832,634.939,7.2715,-7.2715
Kepler-214 b,284.7548499,44.95605,1208.44,22.865,-22.865
Kepler-214 c,284.7548499,44.95605,1208.44,22.865,-22.865
Kepler-215 b,294.9735313,45.2136867,485.997,3.654,-3.654
Kepler-215 c,294.9735313,45.2136867,485.997,3.654,-3.654
Kepler-215 d,294.9735313,45.2136867,485.997,3.654,-3.654
Kepler-215 e,294.9735313,45.2136867,485.997,3.654,-3.654
Kepler-216 b,293.7280695,46.1291139,1187.47,21.42,-21.42
Kepler-216 c,293.7280695,46.1291139,1187.47,21.42,-21.42
Kepler-217 b,293.0377331,46.2775223,1104.64,16.88,-16.38
Kepler-217 c,293.0377331,46.2775223,1104.64,16.88,-16.38
Kepler-217 d,293.0377331,46.2775223,1104.64,16.88,-16.38
Kepler-218 b,295.4128785,46.2665801,656.38,6.355,-6.355
Kepler-218 c,295.4128785,46.2665801,656.38,6.355,-6.355
Kepler-218 d,295.4128785,46.2665801,656.38,6.355,-6.355
Kepler-219 b,288.7389481,46.7625929,787.07,10.579,-10.579
Kepler-219 c,288.7389481,46.7625929,787.07,10.579,-10.579
Kepler-219 d,288.7389481,46.7625929,787.07,10.579,-10.579
Kepler-22 b,289.2172051,47.8841427,194.642,0.927,-0.918
Kepler-220 b,291.5060432,46.8956262,171.109,0.637,-0.633
Kepler-220 c,291.5060432,46.8956262,171.109,0.637,-0.633
Kepler-220 d,291.5060432,46.8956262,171.109,0.637,-0.633
Kepler-220 e,291.5060432,46.8956262,171.109,0.637,-0.633
Kepler-221 b,296.6547477,46.8352242,385.231,2.8335,-2.8335
Kepler-221 c,296.6547477,46.8352242,385.231,2.8335,-2.8335
Kepler-221 d,296.6547477,46.8352242,385.231,2.8335,-2.8335
Kepler-221 e,296.6547477,46.8352242,385.231,2.8335,-2.8335
Kepler-222 b,287.9060885,46.9377479,758.854,15.067,-14.501
Kepler-222 c,287.9060885,46.9377479,758.854,15.067,-14.501
Kepler-222 d,287.9060885,46.9377479,758.854,15.067,-14.501
Kepler-223 b,298.3183909,47.2794824,1859.71,111.045,-111.045
Kepler-223 c,298.3183909,47.2794824,1859.71,111.045,-111.045
Kepler-223 d,298.3183909,47.2794824,1859.71,111.045,-111.045
Kepler-223 e,298.3183909,47.2794824,1859.71,111.045,-111.045
Kepler-224 b,290.9342679,47.3575414,782.088,18.719,-17.879
Kepler-224 c,290.9342679,47.3575414,782.088,18.719,-17.879
Kepler-224 d,290.9342679,47.3575414,782.088,18.719,-17.879
Kepler-224 e,290.9342679,47.3575414,782.088,18.719,-17.879
Kepler-225 b,292.1939846,47.4570808,561.101,12.701,-12.16
Kepler-225 c,292.1939846,47.4570808,561.101,12.701,-12.16
Kepler-226 b,292.3760942,47.8809596,980.138,26.592,-25.244
Kepler-226 c,292.3760942,47.8809596,980.138,26.592,-25.244
Kepler-226 d,292.3760942,47.8809596,980.138,26.592,-25.244
Kepler-227 b,291.9342748,48.141676,1083.06,29.67,-29.67
Kepler-227 c,291.9342748,48.141676,1083.06,29.67,-29.67
Kepler-228 b,296.2860853,48.2246328,1644.61,79.32,-72.46
Kepler-228 c,296.2860853,48.2246328,1644.61,79.32,-72.46
Kepler-228 d,296.2860853,48.2246328,1644.61,79.32,-72.46
Kepler-229 b,286.9994758,48.3757867,826.265,23.872,-22.591
Kepler-229 c,286.9994758,48.3757867,826.265,23.872,-22.591
Kepler-229 d,286.9994758,48.3757867,826.265,23.872,-22.591
Kepler-23 b,294.2189131,49.4792536,835.756,11.463,-11.163
Kepler-23 c,294.2189131,49.4792536,835.756,11.463,-11.163
Kepler-23 d,294.2189131,49.4792536,835.756,11.463,-11.163
Kepler-230 b,285.7185682,48.5058038,740.754,13.866,-13.374
Kepler-230 c,285.7185682,48.5058038,740.754,13.866,-13.374
Kepler-231 b,293.9733913,50.531846,316.618,3.348,-3.281
Kepler-231 c,293.9733913,50.531846,316.618,3.348,-3.281
Kepler-232 b,295.8161668,51.1217249,1349.13,48.38,-45.19
Kepler-232 c,295.8161668,51.1217249,1349.13,48.38,-45.19
Kepler-233 b,296.3665054,51.3194548,856.417,19.328,-18.506
Kepler-233 c,296.3665054,51.3194548,856.417,19.328,-18.506
Kepler-234 b,291.6535379,38.4946597,1733.1,94.63,-85.47
Kepler-234 c,291.6535379,38.4946597,1733.1,94.63,-85.47
Kepler-235 b,286.0790779,39.278237,428.018,6.695,-6.495
Kepler-235 c,286.0790779,39.278237,428.018,6.695,-6.495
Kepler-235 d,286.0790779,39.278237,428.018,6.695,-6.495
Kepler-235 e,286.0790779,39.278237,428.018,6.695,-6.495
Kepler-236 b,283.8664285,39.8981928,288.763,2.265,-2.265
Kepler-236 c,283.8664285,39.8981928,288.763,2.265,-2.265
Kepler-237 b,283.2213438,40.421762,657.822,10.429,-10.113
Kepler-237 c,283.2213438,40.421762,657.822,10.429,-10.113
Kepler-238 b,287.8971066,40.6378141,1798.75,75.21,-69.51
Kepler-238 c,287.8971066,40.6378141,1798.75,75.21,-69.51
Kepler-238 d,287.8971066,40.6378141,1798.75,75.21,-69.51
Kepler-238 e,287.8971066,40.6378141,1798.75,75.21,-69.51
Kepler-238 f,287.8971066,40.6378141,1798.75,75.21,-69.51
Kepler-239 b,294.2020505,40.6633313,648.109,13.332,-13.332
Kepler-239 c,294.2020505,40.6633313,648.109,13.332,-13.332
Kepler-24 b,290.4132621,38.3437283,1156.81,32.08,-32.08
Kepler-24 c,290.4132621,38.3437283,1156.81,32.08,-32.08
Kepler-24 d,290.4132621,38.3437283,1156.81,32.08,-32.08
Kepler-24 e,290.4132621,38.3437283,1156.81,32.08,-32.08
Kepler-240 b,291.1587635,40.7502108,746.927,20.15,-19.136
Kepler-240 c,291.1587635,40.7502108,746.927,20.15,-19.136
Kepler-241 b,292.9131121,41.0609786,,,
Kepler-241 c,292.9131121,41.0609786,,,
Kepler-242 b,286.5656932,41.8084168,600.241,11.342,-10.936
Kepler-242 c,286.5656932,41.8084168,600.241,11.342,-10.936
Kepler-243 b,285.1104819,42.0339619,693.86,9.796,-9.532
Kepler-243 c,285.1104819,42.0339619,693.86,9.796,-9.532
Kepler-244 b,287.242641,42.3014185,1036.49,36.26,-33.93
Kepler-244 c,287.242641,42.3014185,1036.49,36.26,-33.93
Kepler-244 d,287.242641,42.3014185,1036.49,36.26,-33.93
Kepler-245 b,291.6389972,42.4363482,861.527,26.041,-24.582
Kepler-245 c,291.6389972,42.4363482,861.527,26.041,-24.582
Kepler-245 d,291.6389972,42.4363482,861.527,26.041,-24.582
Kepler-245 e,291.6389972,42.4363482,861.527,26.041,-24.582
Kepler-246 b,296.4834007,42.6633806,626.078,9.056,-8.806
Kepler-246 c,296.4834007,42.6633806,626.078,9.056,-8.806
